Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
40191.14,4943.65,4046.48,49181.27,7454.67,11796.52,3692.12,22943.31,72124.58
115556.42,8912.98,8017.83,132487.23,22403.98,13068.8,10082.06,45554.84,178042.07
46689.32,308.1,3434.71,50432.13,8677.4,11280.05,4151.41,24108.86,74540.99
98528.52,30021.71,6572.93,135123.16,19709.22,12918.3,9608.03,42235.55,177358.71
33891,5385.35,312,39588.35,6228.43,6219.89,3214.74,15663.06,55251.41
95399.15,33902.59,21547.08,150848.82,22357.66,12918.24,2548.96,37824.86,188673.68
120041.46,3717.36,9110.78,132869.6,24560.56,12584.46,2191.81,39336.83,172206.43
117137.51,3713.99,2670.7,123522.2,23176.49,12424.5,1501.32,37102.31,160624.51
45840.31,679.33,1020,47539.64,8720.74,8629.4,3828.25,21178.39,68718.03
120671.55,9882.15,8181.89,138735.59,21443.93,13031.4,2315.98,36791.31,175526.9
66190.55,3422.51,5437.1,75050.16,21276.98,13256.57,5799.31,40332.86,115383.02
65162.73,12270.99,1012.77,78446.49,18988.6,13228.13,6145.96,38362.69,116809.18
66095.46,17736.92,10013.18,93845.56,13128.92,12847.95,7601.83,33578.7,127424.26
20178.7,1002.34,2115.07,23296.11,5003.94,6690.12,1873.13,13567.19,36863.3
118326.5,27850.78,3888.63,150065.91,25567.98,12392.78,2480.37,40441.13,190507.04
71986.44,114.94,15898.6,87999.98,13503.5,11921.54,6963.15,32388.19,120388.17
53276.69,1450.09,6194.72,60921.5,13732.71,12269.19,4909.47,30911.37,91832.87
112889.8,57941.06,18709.86,189540.72,22437.59,15683.42,3142.44,41263.45,230804.17
77143.18,41159.36,13714.5,132017.04,15822.73,12465.86,10214.34,38502.93,170519.97
32745.93,1725.48,212.77,34684.18,8452.95,6827.29,2687.11,17967.35,52651.53
64319.63,6836.86,8109.13,79265.62,20787.47,13056.97,6213.59,40058.03,119323.65
33087.56,1888.9,713.42,35689.88,7992.23,6500.98,2725.05,17218.26,52908.14
118898.12,41503.58,4794.48,165196.18,24969.68,13054.94,2703.09,40727.71,205923.89
116023.51,45798.07,8754.66,170576.24,20692.24,12740.24,2821.96,36254.44,206830.68
130843.49,1028.99,11798.84,143671.32,27473.3,10935.83,6209.03,44618.16,188289.48
127450.6,9278.41,834.92,137563.93,23108.17,13068.8,10351.53,46528.5,184092.43
63270.9,10971.77,3356.05,77598.72,13885.99,12512.55,5664.73,32063.27,109661.99
65699.09,48.2,5385.09,71132.38,14889.67,13054.94,5612.06,33556.67,104689.05
25737.05,17893.12,2355.29,45985.46,5831.18,5043.62,3674.12,14548.92,60534.38
51122.74,135.79,250,51508.53,13189.66,12499.84,4167.36,29856.86,81365.39
108749.86,11605.57,11261.72,131617.15,23817.19,15052.77,2196.49,41066.45,172683.6
90594.32,782.67,4850.7,96227.69,20526.69,12497.74,7514.82,40539.25,136766.94
66091.2,14737.45,8559.4,89388.05,12756.33,12512.55,1752.73,27021.61,116409.66
113242.53,31950.6,9189.33,154382.46,23179.02,12584.46,2517.74,38281.22,192663.68
97765.57,3216.83,16144.65,117127.05,27702.55,12424.5,1993.17,42120.22,159247.27
88845.91,57783.78,22488.99,169118.68,21431.44,13054.94,10311.86,44798.24,213916.92
115893.45,25661.34,10674.92,152229.71,23227.01,15645.43,2131.82,41004.26,193233.97
40192.64,162.93,1090,41445.57,1488.86,10386.69,3343.06,15218.61,56664.18
63349.9,10998.06,775.91,75123.87,15203.3,13255.45,5513.07,33971.82,109095.69
15202.32,153.35,277.65,15633.32,3300.33,3212.03,1346.16,7858.52,23491.84
151560.54,4219.52,19132.6,174912.66,30127.31,16011.78,3006.27,49145.36,224058.02
35563.01,457.99,4477.42,40498.42,9650.23,8535.92,3096.76,21282.91,61781.33
70281.11,12525.03,6649.1,89455.24,18538.23,14104.03,6773.96,39416.22,128871.46
77623.2,25991.85,20163.69,123778.74,19440.97,12512.56,8785.94,40739.47,164518.21
60367.8,429.76,2630,63427.56,14130.44,12500.56,5392.02,32023.02,95450.58
68651.98,1893.29,2263.75,72809.02,17712.24,12348.01,5989.51,36049.76,108858.78
63887.02,45.79,876.94,64809.75,13348.1,12424.5,5354.41,31127.01,95936.76
78591.02,2240.38,1721.87,82553.27,15383.49,11004.42,4486.58,30874.49,113427.76
96710.06,117.02,20771.14,117598.22,13942.72,9055.06,8220.44,31218.22,148816.44
47956.91,972.92,709.52,49639.35,12078.97,12560.49,4017.68,28657.14,78296.49
97175.4,6669.6,280,104125,20777.54,12512.54,8299.13,41589.21,145714.21
118898.08,6454,4494.15,129846.23,24326.64,12464.61,2158.72,38949.97,168796.2
20825.4,9889.14,2849.77,33564.31,4895.43,6509.46,2672.53,14077.42,47641.73
92067,32262.57,1822.41,126151.98,18438.18,12918.24,9487.03,40843.45,166995.43
74587.02,262.03,624,75473.05,16436.91,13054.94,6117.63,35609.48,111082.53
108066.31,6541.51,4652.52,119260.34,23746.02,13026.7,9611.15,46383.87,165644.21
87012.15,24080.51,2636.73,113729.39,19431.95,12500.56,9096.3,41028.81,154758.2
75128,410.34,1691.4,77229.74,17230.62,12500.56,5999.52,35730.7,112960.44
79282.16,3818.19,3672.29,86772.64,18130.62,13054.96,7057.72,38243.3,125015.94
68385.1,19279.95,5689.58,93354.63,21261.84,13882.28,7309.93,42454.05,135808.68
67584.87,14991.95,5851.52,88428.34,21814.95,13535.25,6683.79,42033.99,130462.33
69019.43,19391.66,2181.76,90592.85,13401.41,11370.69,7477.91,32250.01,122842.86
61548.13,8669.61,4522.12,74739.86,19297.33,13045.21,5852.28,38194.82,112934.68
85432.29,31323.89,24811.39,141567.57,17550.1,9079.44,2343.51,28973.05,170540.62
66647.8,19616.18,7882.26,94146.24,15396.55,12464.61,7650.15,35511.31,129657.55
77136.05,4006.84,12421.65,93564.54,18374.42,12560.49,7425.3,38360.21,131924.75
43149,10760.53,950.34,54859.87,11143.27,11548.6,4369.83,27061.7,81921.57
79096.05,368.18,624,80088.23,17422.39,13054.94,6367.9,36845.23,116933.46
102922.34,98.84,23230.83,126252.01,25200.6,11415.9,8337.33,44953.83,171205.84
97334.14,7961.33,7372.32,112667.79,25453.01,12424.5,1878.27,39755.78,152423.57
49083.1,2897.64,40,52020.74,10007.78,10990.9,4034.66,25033.34,77054.08
48081.58,207.4,3331.3,51620.28,12457.24,11614.5,3912.39,27984.13,79604.41
33748.54,2071.53,724.92,36544.99,8106.76,10198.35,2580.22,20885.33,57430.32
158369.78,577.79,14337.54,173285.11,32348.05,12524.53,2788.55,47661.13,220946.24
66163.08,2285.75,1640,70088.83,13335.83,12918.24,6147.58,32401.65,102490.48
119066.03,8553.51,19677.92,147297.46,32747.02,12424.5,2455.07,47626.59,194924.05
112889.87,31783.31,18608.67,163281.85,22393.95,15683.42,2671.91,40749.28,204031.13
63091.38,555.64,4658.05,68305.07,11957.94,12805.06,5655.66,30418.66,98723.73
53018.7,14208.26,2665.6,69892.56,14060.71,12404.77,5565.04,32030.52,101923.08
63702.59,3162.9,807.84,67673.33,14425.06,12262.53,5480.51,32168.1,99841.43
112703.73,13933.62,21046.41,147683.76,26327.18,15967.19,2402.86,44697.23,192380.99
91544.45,11752.07,15385.88,118682.4,20847.45,12851.03,1847.15,35545.63,154228.03
139644,33305.08,8378.64,181327.72,28346.09,12918.24,10620.64,51884.97,233212.69
55943.3,921.33,4618.46,61483.09,13584.02,12500.56,4827.34,30911.92,92395.01
112889.82,40327.97,16063.47,169281.26,22053.03,15683.42,2762.04,40498.49,209779.75
60145.03,16936.42,4336.33,81417.78,13372.93,11707.7,6666.78,31747.41,113165.19
68731.98,2014.72,7063.48,77810.18,13524.51,12906.69,6419.8,32851,110661.18
10508.4,7270.13,291.9,18070.43,2310.81,2693.57,1452.38,6456.76,24527.19
107416,16625.35,6644.8,130686.15,23501.6,12424.5,9842.29,45768.39,176454.54
97433.7,8388.47,4983.09,110805.26,18867.78,13068.82,8828.9,40765.5,151570.76
36303.2,183.29,456.6,36943.09,1372.8,9599.8,2849.85,13822.45,50765.54
73825,41862.72,873.89,116561.61,15745.5,12464.61,9448.36,37658.47,154220.08
95393.25,1635.71,6401.46,103430.42,19464.91,12918.24,1690.42,34073.57,137503.99
36822.51,1634.33,14034.12,52490.96,7952.89,6778.53,4255.07,18986.49,71477.45
87314.04,4963.62,12338.26,104615.92,20447.35,12551.18,8649.13,41647.66,146263.58
64609.3,48475.57,13675.54,126760.41,13888.84,13118.69,9463.5,36471.03,163231.44
69397.58,3304.16,9267,81968.74,14036.69,13031.4,6496.45,33564.54,115533.28
67948,8435.55,4038.1,80421.65,14980.16,13054.94,6328.37,34363.47,114785.12
55026,148.16,6790.93,61965.09,11813.67,12918.24,5090.88,29822.79,91787.88
67783.25,7077.88,1050.23,75911.36,18587.5,13732.69,5590.25,37910.44,113821.8
63790.03,3591.03,337.45,67718.51,16412.96,13299.77,4828.54,34541.27,102259.78
29518.99,3048.9,3437.44,36005.33,6619.78,7234.67,2960.82,16815.27,52820.6
56865,27621.2,9007.6,93493.8,11937.38,11468.77,7602.41,31008.56,124502.36
75633.68,9887.33,1170.55,86691.56,18187.23,12915.3,1788.6,32891.13,119582.69
60896.44,729.15,4078.81,65704.4,12788.93,12592.3,4917.93,30299.16,96003.56
98516.93,16568.25,1980,117065.18,20760.26,12154.95,9365.73,42280.94,159346.12
29100.36,1921.71,9168.11,40190.18,5742.39,5438.23,3234.89,14415.51,54605.69
77623.22,3358.81,8701.92,89683.95,17337.67,12512.56,7125.89,36976.12,126660.07
99719.31,1420.38,3187.58,104327.27,23081.95,12500.56,8514.56,44097.07,148424.34
65829.98,10563.32,2734.5,79127.8,18752.2,12973.63,6049.5,37775.33,116903.13
138579.15,50011.11,12992.63,201582.89,28326.67,12518.53,3325.51,44170.71,245753.6
37590,12057.43,4139.79,53787.22,9043.35,6690.11,4275.95,20009.41,73796.63
7278.95,1491.89,24.71,8795.55,2063.66,2414.29,676.47,5154.42,13949.97
78406.84,6654.24,494.29,85555.37,17642.49,10135.74,7122.12,34900.35,120455.72
73339.75,5144.08,2547.22,81031.05,13765.4,13056.34,6637.73,33459.47,114490.52
83697.28,12774.06,9778.29,106249.63,18302.51,12763.75,1688.1,32754.36,139003.99
111705.64,116.29,8099.65,119921.58,23466.05,13001.59,1959.26,38426.9,158348.48
106036.13,39883.81,27011.67,172931.61,19731.53,11671.09,10456.16,41858.78,214790.39
79884.15,2405.22,12349.88,94639.25,20488.87,12435.54,7392.11,40316.52,134955.77
71155.99,1111.73,4934.21,77201.93,15746.83,11472.84,6362.33,33582,110783.93
101783.59,50702.08,11290.65,163776.32,23149.31,15245.17,2648.01,41042.49,204818.81
143341.05,14011.7,21414.77,178767.52,27260.69,12918.25,2929.77,43108.71,221876.23
63210.82,17125.8,2838.6,83175.22,14318.65,12500.56,6603.65,33422.86,116598.08
73081.14,26707.22,9777.86,109566.22,17438.96,13045.53,8887.04,39371.53,148937.75
58792.28,672.18,1147.25,60611.71,12779.11,12512.55,5229.32,30520.98,91132.69
63633.38,3181.16,381.69,67196.23,15176.89,13011.25,5115.24,33303.38,100499.61
58013.96,9515.49,4091.63,71621.08,14250.94,11449.3,5251.29,30951.53,102572.61
120242.8,5706.99,1932.14,127881.93,24188.76,12424.5,9869.69,46482.95,174364.88
61100.41,3029.84,195.15,64325.4,13704.86,11351.08,5197.15,30253.09,94578.49
63134.41,29453.93,8440.73,101029.07,18324.86,13163.07,7530.78,39018.71,140047.78
67247.85,4515.16,4205.87,75968.88,17489.46,14249.21,5567.66,37306.33,113275.21
150985.93,809.06,9773.72,161568.71,28357.15,12906.69,10677.82,51941.66,213510.37
39653.54,1075.03,907.2,41635.77,9407.88,9951.84,3392.63,22752.35,64388.12
94305.03,1264.75,3137.91,98707.69,21039.98,13054.95,7963.25,42058.18,140765.87
59321.33,3321.26,8754.24,71396.83,11988.53,12907,401.9,25297.43,96694.26
100668.53,363.55,9002.26,110034.34,27615.25,13068.8,1882.75,42566.8,152601.14
114900.88,45039.23,25880.85,185820.96,23455.08,16011.78,3126.3,42593.16,228414.12
65880.66,19930.22,4946.18,90757.06,18132.41,13735.65,7103.28,38971.34,129728.4
118326.54,4446.16,12430.82,135203.52,25568.02,12392.79,2293.53,40254.34,175457.86
80379.08,23814.95,9082.77,113276.8,16832.29,12918.25,9170.44,38920.98,152197.78
93139.01,20251.44,20851.13,134241.58,21188.5,12512.55,2217.48,35918.53,170160.11
33687.75,3373.56,1463.36,38524.67,7272.52,3053.3,654.23,10980.05,49504.72
65993.15,3488.93,934.13,70416.21,19201.97,13396.69,5516.2,38114.86,108531.07
51152.5,25724.87,4312.7,81190.07,13299.95,11782.14,6492.68,31574.77,112764.84
105513.52,27993.5,2345.7,135852.72,20460.24,12918.25,9696.41,43074.9,178927.62
76169.01,2470.97,9658.77,88298.75,17721.06,11266.08,7352.02,36339.16,124637.91
142568.67,12085.15,28792.33,183446.15,25326.32,13093.75,3095.41,41515.48,224961.63
104936,31329.49,1286.48,137551.97,18584.27,12801.78,10151.47,41537.52,179089.49
54120.64,949.7,31.9,55102.24,9861.13,11184.89,4171.94,25217.96,80320.2
27976.9,172.72,43.2,28192.82,5102.46,5981.4,2518.56,13602.42,41795.24
94191.11,12380.62,13487.82,120059.55,22616.11,13054.94,1954.8,37625.85,157685.4
66054.52,26425.06,1414.93,93894.51,18233.46,13382.47,7132.68,38748.61,132643.12
42155.8,2744.6,1595.83,46496.23,9645.9,8570.47,3812.74,22029.11,68525.34
95229.03,19689.59,7762.3,122680.92,20063.89,12918.24,9492.51,42474.64,165155.56
36600.15,3105.59,1926.98,41632.72,10481.46,9718.86,2953.04,23153.36,64786.08
43878.52,550.64,7847.66,52276.82,8165.76,6611.16,4283.37,19060.29,71337.11
78980.71,29135.83,1480,109596.54,14973.82,13068.8,8782.19,36824.81,146421.35
63492.02,9468.93,14320.98,87281.93,17049.84,12452.67,6687.86,36190.37,123472.3
87287.07,1670.41,10853.9,99811.38,17684.62,13093.75,7929.25,38707.62,138519
97489.65,15176.93,9637.49,122304.07,26055.47,12387.95,1941.09,40384.51,162688.58
46900.61,2514.88,992.6,50408.09,11291.87,13636.58,3709.64,28638.09,79046.18
75927,1276.65,624,77827.65,15777.43,12424.5,6073.02,34274.95,112102.6
43724.63,5589.2,1303.6,50617.43,11280.99,12018.62,4071.56,27371.17,77988.6
63804.07,613.65,623.99,65041.71,11732.31,12801.8,5435.17,29969.28,95010.99
50722.91,159.96,4841.72,55724.59,11866.94,13018.93,4344.97,29230.84,84955.43
57615.38,21899.84,6508.61,86023.83,16417.69,12012.39,6535.37,34965.45,120989.28
64223.57,2965.67,766.95,67956.19,17760.54,12653.52,5184.43,35598.49,103554.68
63781.46,5858.57,6378.15,76018.18,13056.65,12728.42,6240.43,32025.5,108043.68
85368.04,2377.34,22984.76,110730.14,17594.6,12424.5,8968.86,38987.96,149718.1
64463.4,30690.85,7463.82,102618.07,16031.24,12500.55,8110.12,36641.91,139259.98
139546.87,7699.33,12067.64,159313.84,28523.28,12524.53,2548.01,43595.82,202909.66
57168.45,113.51,2448.9,59730.86,10138.73,6974.33,5102.66,22215.72,81946.58
112164,844.52,15987.64,128996.16,20009.34,12801.78,2190.04,35001.16,163997.32
83193.2,52355.63,23056.01,158604.84,18999.93,10393.19,10775.34,40168.46,198773.3
37256.76,210.04,2995.97,40462.77,7737.31,9384.08,3314.57,20435.96,60898.73
64526.56,9536.24,384.36,74447.16,18969.42,13672.34,5811.1,38452.86,112900.02
59522.74,90.91,6545.38,66159.03,14401.95,12446.67,5427.46,32276.08,98435.11
67341.69,21055.27,2714.24,91111.2,16869.61,13518.92,6904.99,37293.52,128404.72
55734.76,299.64,4601.14,60635.54,13533.32,12454.34,4976.22,30963.88,91599.42
32160,3504.93,15584.05,51248.98,5709.66,2867.19,809.98,9386.83,60635.81
15519.86,5787.88,1363.17,22670.91,3575.79,4869.62,1820.51,10265.92,32936.83
24792.63,8262.65,4923.88,37979.16,6084.16,7622.36,3001.44,16707.96,54687.12
17633.61,5207.18,2539.11,25379.9,4403.99,3492.72,2069.19,9965.9,35345.8
75951.45,10175.47,9346.51,95473.43,17404.85,10760.34,1412.39,29577.58,125051.01
54923.7,364.97,308.11,55596.78,10613.49,8410.43,3866.46,22890.38,78487.16
90620.36,9764.82,13284.11,113669.29,19496.67,12584.46,1857.19,33938.32,147607.61
71954.43,21101.84,2063.22,95119.49,17821.77,14435.29,7449.67,39706.73,134826.22
102977.7,10581.7,4888.02,118447.42,20468.57,12858.53,9502.05,42829.15,161276.57
64428,9955.66,4009.05,78392.71,14216.68,13054.94,6339.49,33611.11,112003.82
52227.02,11995.06,2145.54,66367.62,13217.23,13054.94,5409.3,31681.47,98049.09
116140.16,28137.27,10334.12,154611.55,22591.65,13068.76,9954.17,45614.58,200226.13
109739.94,3399.9,12713.86,125853.7,19764.16,11052.73,9795.14,40612.03,166465.73
54858.18,1031.15,275.71,56165.04,11695.72,11685.28,4425.55,27806.55,83971.59
55707.62,2864.3,963.1,59535.02,12495.18,11249.3,4778.88,28523.36,88058.38
69221.45,17909.29,3526.98,90657.72,19673.87,14024.07,7125.74,40823.68,131481.4
70686.79,8856.66,4245.89,83789.34,18057.54,14187.14,6133.03,38377.71,122167.05
57027.6,9788.93,7444.06,74260.59,11357.82,13018.93,5700.31,30077.06,104337.65
73415.7,9415.22,1520,84350.92,15976.21,12512.55,6831.24,35320,119670.92
73727.31,52.97,2500,76280.28,15718.72,12512.55,6035.41,34266.68,110546.96
81830.04,6733.21,600,89163.25,18017.99,13054.98,7326.18,38399.15,127562.4
61105.75,153.59,9084.39,70343.73,12069.17,12721.78,5591.31,30382.26,100725.99
119812.64,37562.03,8400.41,165775.08,25889.04,12548.45,2731.82,41169.31,206944.39
69073.29,5570.42,4299.51,78943.22,19812.5,13994.04,6755.65,40562.19,119505.41
22412,2511.76,258.44,25182.2,5848.97,5412.12,2032.17,13293.26,38475.46
91205.53,9842.74,3871.06,104919.33,18437.38,12801.78,1768.58,33007.74,137927.07
49332.59,42.81,569.13,49944.53,10932.37,11758.86,3937.48,26628.71,76573.24
46459.5,1791.66,494.25,48745.41,8646.12,7033.22,3949.05,19628.39,68373.8
139775.35,518.26,8096.07,148389.68,29337.15,13054.94,2464.59,44856.68,193246.36
82030.35,4117.27,5241.17,91388.79,15417.28,12801.79,7415.71,35634.78,127023.57
120232.99,268.5,270.14,120771.63,21801.86,11249.15,9644.86,42695.87,163467.5
54899.98,2348.27,3331.4,60579.65,11346.25,8828.57,4871.8,25046.62,85626.27
137982.15,6710.46,2625.9,147318.51,28980.47,13054.94,2453.43,44488.84,191807.35
68531.24,19438.84,8041,96011.08,21011.81,13499.94,7471.18,41982.93,137994.01
59899.73,4.8,1140,61044.53,13691.24,9914.23,4892.02,28497.49,89542.02
101049.27,1804.48,10275.25,113129,21797.32,12801.79,1907.88,36506.99,149635.99
141556.95,19814.33,7148.21,168519.49,27976.6,12424.5,2578.6,42979.7,211499.19
71227.01,7570.6,2979.99,81777.6,10316.06,12918.27,6593.77,29828.1,111605.7
28256.27,6568.78,2095.56,36920.61,5298.84,3429.32,616.18,9344.34,46264.95
54510.73,17173.56,4646.25,76330.54,15710.27,10975.31,5863.39,32548.97,108879.51
121248.93,16696.99,10657.86,148603.78,21546.53,13093.75,2485.6,37125.88,185729.66
95117.66,9839.89,7510.07,112467.62,20453.85,12464.6,1836.4,34754.85,147222.47
67948.01,2075.85,2699.15,72723.01,15296.74,13054.94,5961.21,34312.89,107035.9
31754.37,14133.77,2272.07,48160.21,8709.63,6620.56,3786.72,19116.91,67277.12
61951.83,583.2,38.33,62573.36,13904.39,7732.8,5245.31,26882.5,89455.86
104386.8,10625.31,13265.32,128277.43,20340.29,12703.31,10382.26,43425.86,171703.29
70113.01,25158.05,8735.81,104006.87,16701.04,12968.07,8196.03,37865.14,141872.01
72899,8388.91,2000,83287.91,13639.06,12801.77,6920.78,33361.61,116649.52
65858,281.03,10457.72,76596.75,13162.69,12801.79,6101.88,32066.36,108663.11
102003.45,30390.39,15810.35,148204.19,22177.37,15645.43,2257.81,40080.61,188284.8
51497.64,368.1,10,51875.74,11189.09,10544.06,3882.42,25615.57,77491.31
95217.58,23907.47,15746.45,134871.5,26098.76,12357.41,2266.76,40722.93,175594.43
60950.54,1866.27,5324.87,68141.68,11491.74,12814.09,5674.72,29980.55,98122.23
104044.7,2954.43,600.9,107600.03,19362.75,13068.8,8832.15,41263.7,148863.73
56221.87,7244.47,598.53,64064.87,12114.09,12452.02,5157.02,29723.13,93788
138579.12,30525.66,6031.25,175136.03,28326.61,12518.54,2858.03,43703.18,218839.21
84164.16,1419.6,7627.8,93211.56,15009.46,9170.51,1506.3,25686.27,118897.83
69050.27,25101.48,4008.58,98160.33,19750.16,13989.4,7478.23,41217.79,139378.12
86049,23375.23,1811.23,111235.46,18106.36,12424.5,8703.04,39233.9,150469.36
66082.37,2799.27,1619.64,70501.28,16597.18,13101.99,5184.67,34883.84,105385.12
90595.8,28958.69,13753.3,133307.79,20526.86,12424.5,9964.66,42916.02,176223.81
48876.39,716.03,73.78,49666.2,10764.14,12810.06,3988,27562.2,77228.4
110813.78,18316.77,30237.7,159368.25,21859.78,13093.75,10997.61,45951.14,205319.39
57922.3,11497.56,1165.79,70585.65,10996.27,13068.81,5759.98,29825.06,100410.71
113233.61,3757,18798.55,135789.16,24205.53,15196.12,2305.46,41707.11,177496.27
72907.07,802.47,725.49,74435.03,16039.04,12768.61,6139.71,34947.36,109382.39
65243.91,6886.82,1057.13,73187.86,17913.88,13218.24,5637.76,36769.88,109957.74
61028.5,1608.68,5884.44,68521.62,14499.13,12548.45,5378.66,32426.24,100947.86
123364.79,1611,12488.87,137464.66,24110.31,11561.66,10411.82,46083.79,183548.45
56580.25,2212.29,5423.55,64216.09,11253.34,12761.67,5344.4,29359.41,93575.5
103271.01,4206.21,7025.98,114503.2,24193.92,12476.61,9341.87,46012.4,160515.6
120613.02,41852.74,19228.88,181694.64,26062.07,12632.25,3013.98,41708.3,223402.94
109266.54,5493.45,600,115359.99,20446.25,12919.17,9261.65,42627.07,157987.06
59103.2,1746.61,416.71,61266.52,13069.56,11046.48,4887.01,29003.05,90269.57
68286.54,15368.67,2549.49,86204.7,19131.42,13834.66,6637.75,39603.83,125808.53
51768.09,8461.18,6511.88,66741.15,9235.2,5741.44,1084.17,16060.81,82801.96
132267.09,17003.41,22577.13,171847.63,26249.03,15862.14,2885.64,44996.81,216844.44
94288.87,17467.78,6764.48,118521.13,21327.55,12093.43,1969.98,35390.96,153912.09
106838.01,965.21,6675.74,114478.96,23963.79,12500.55,9201.56,45665.9,160144.86
67756,12971.01,8084.56,88811.57,13791.48,6219.89,1505.9,21517.27,110328.84
89396.73,467,6984.56,96848.29,21412.64,9194.51,7686.15,38293.3,135141.59
138548.43,4376.8,13484.17,156409.4,29640.82,13054.95,326.91,43022.68,199432.08
118898.09,4999.94,7781.2,131679.23,24976.23,13054.94,1739.52,39770.69,171449.92
119469.81,2118.65,14821.69,136410.15,26327.73,12512.53,2276.14,41116.4,177526.55
92262.15,11535.05,14673.06,118470.26,19877.09,12395.33,1912.51,34184.93,152655.19
93443.29,1095.91,60,94599.2,17016,12594.92,7930.71,37541.63,132140.83
73427.24,15637.1,240,89304.34,14187.84,9565.54,7185.55,30938.93,120243.27
80961.48,5095.21,8414.27,94470.96,18293.2,12512.52,1568.28,32374,126844.96
53584.02,13571.46,2200.65,69356.13,11276.77,12424.5,5581.68,29282.95,98639.08
110993.06,35036.25,15449.47,161478.78,20765.67,8479.76,2794.1,32039.53,193518.31
98528.5,6590.89,6449.02,111568.41,20716.66,12918.24,9094.16,42729.06,154297.47
50183.6,13600.34,7998.11,71782.05,9339.12,5437.02,5719.25,20495.39,92277.44
108375.94,662.13,6482.92,115520.99,25096.24,13054.94,9559.66,47710.84,163231.83
119467.31,3716.24,5493.96,128677.51,23620.96,12424.5,2188.45,38233.91,166911.42
36698.56,142.7,227.84,37069.1,8120.09,11421.18,2999.55,22540.82,59609.92
70719.03,71.24,8997.01,79787.28,15732.63,5888.73,6412.16,28033.52,107820.8
50974.18,19993.6,3040.53,74008.31,11444.22,11334.37,5860.77,28639.36,102647.67
112889.82,6403.99,18860.31,138154.12,22491.86,15683.42,2243.63,40418.91,178573.03
79920.6,825.09,753.6,81499.29,15015.79,11921.54,6271.5,33208.83,114708.12
62435.2,20676.51,5639.12,88750.83,14844.13,12500.55,7006.75,34351.43,123102.26
12467,190.96,531.31,13189.27,3226.19,3116.15,1068.44,7410.78,20600.05
117140.97,16459.97,16353.83,149954.77,23164.17,12424.51,2555.76,38144.44,188099.21
66908.5,1003.67,3711,71623.17,14398.42,12512.55,5896.16,32807.13,104430.3
54988.05,327.36,647.54,55962.95,10931.67,12909.33,4616.71,28457.71,84420.66
112703.75,28560.97,27032.86,168297.58,27265.62,15230.57,2762.52,45258.71,213556.29
75120,2632.39,293.43,78045.82,13739.44,11971.42,4331.62,30042.48,108088.3
67673.09,17333.94,1563.79,86570.82,20557.97,13552.09,6537.02,40647.08,127217.9
56465.01,631.69,3184.7,60281.4,11040.02,12742.83,4733.24,28516.09,88797.49
66265.94,25571.74,4873.47,96711.15,20419.25,13452.06,7576.82,41448.13,138159.28
73436.09,60.15,9889.11,83385.35,17482.17,13048.67,6847.57,37378.41,120763.76
115893.47,44740.13,23654.87,184288.47,24651.29,15645.43,2981.12,43277.84,227566.31
85813.09,4903.61,7604.16,98320.86,20953.51,10683.43,7857.6,39494.54,137815.4
90984.6,49732.92,8900.23,149617.75,21603.07,12500.56,9629.03,43732.66,193350.41
78791.21,33403,11986.94,124181.15,16351.02,15712.5,2070.29,34133.81,158314.96
54306,19290.92,22846.37,96443.29,10201.53,5169.96,1545.13,16916.62,113359.91
118082.33,11879.72,6855.13,136817.18,21058.19,12801.79,2220.9,36080.88,172898.06
63736.21,15525.14,16082.17,95343.52,17013.61,12500.56,7770.22,37284.39,132627.91
84588.4,8832.5,10139.24,103560.14,19376.7,12332.77,8480.4,40189.87,143750.01
60420.44,3098.47,976.9,64495.81,13221.4,12881.67,5135.42,31238.49,95734.3
97652.59,5298.61,6830.11,109781.31,25398.26,12411.06,1812.94,39622.26,149403.57
73014.72,2654.41,317.14,75986.27,13588.13,13068.8,6154.83,32811.76,108798.03
83191.4,32418.13,17831.93,133441.46,18080.76,13068.8,9957.85,41107.41,174548.87
51403.2,4478.43,2741.92,58623.55,11682.12,13068.81,4666.35,29417.28,88040.83
84516.2,1552.96,997.25,87066.41,17537.64,12114.85,6953.54,36606.03,123672.44
45517.31,2075.53,1433.19,49026.03,9975.42,9720.89,4039.17,23735.48,72761.51
68625.07,11456.29,4646.9,84728.26,20084.63,13521.92,6618.4,40224.95,124953.21
65973.67,19157.05,5327.22,90457.94,18254.31,13755.03,7117.74,39127.08,129585.02
94006.83,32442.51,12778.26,139227.6,20073.01,12918.24,2355.3,35346.55,174574.15
63217.9,8114.13,5383.56,76715.59,15387.33,12500.56,6059.05,33946.94,110662.53
72144,277.23,648,73069.23,14303.5,12918.24,6039.4,33261.14,106330.37
138019.38,421.93,10528.06,148969.37,33356.76,12448.6,9599.02,55404.38,204373.75
66411.63,14838.49,2147.17,83397.29,20358.49,13300.22,6498.02,40156.73,123554.02
69698.21,24500.1,439.95,94638.26,18994,14120.65,7361.24,40475.89,135114.15
69830.82,9360.84,2764.27,81955.93,12405.07,12464.61,342.78,25212.46,107168.39
85146.15,1884.93,491.27,87522.35,17552.76,12445.4,6957.74,36955.9,124478.25
86214.97,3586.56,10906.16,100707.69,369.41,8421.6,7424.5,16215.51,116923.2
